City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
317,Avera,33.194,-82.5271,65.71,86,94,17.22,US,2022-03-31 15:49:31,light rain
318,Baruun-Urt,46.6806,113.2792,25.84,30,90,8.46,MN,2022-03-31 15:53:43,overcast clouds
319,Bethel,41.3712,-73.414,57.79,94,100,3.44,US,2022-03-31 15:53:43,haze
320,Mporokoso,-9.3727,30.125,63.61,92,81,2.91,ZM,2022-03-31 15:54:44,broken clouds
321,Arkhara,49.4212,130.0842,18.63,88,65,8.01,RU,2022-03-31 15:54:44,broken clouds
322,Mineiros,-17.5694,-52.5511,81.77,58,44,3.62,BR,2022-03-31 15:51:59,scattered clouds
323,Minsk,53.9,27.5667,35.35,53,94,10.29,BY,2022-03-31 15:54:44,overcast clouds
324,Algiers,36.7525,3.042,60.62,72,40,18.41,DZ,2022-03-31 15:54:45,scattered clouds
325,Vityazevo,44.9931,37.2719,61.21,39,0,17.9,RU,2022-03-31 15:54:45,clear sky
326,Saldanha,-33.0117,17.9442,69.85,73,68,23.89,ZA,2022-03-31 15:54:45,broken clouds
327,Lagoa,39.05,-27.9833,61.56,87,98,5.82,PT,2022-03-31 15:50:55,overcast clouds
328,Verona,45.4167,11.0333,57.74,67,75,4.61,IT,2022-03-31 15:54:45,broken clouds
329,Barcelos,41.5388,-8.6151,59.85,65,79,14.32,PT,2022-03-31 15:54:46,broken clouds
330,Berkak,62.825,10.0118,27.91,92,100,8.01,NO,2022-03-31 15:54:46,snow
331,Shellbrook,53.2168,-106.4011,22.23,86,100,5.68,CA,2022-03-31 15:54:46,overcast clouds
332,Kaeo,-35.1,173.7833,59.32,95,49,2.55,NZ,2022-03-31 15:54:47,scattered clouds
333,Sambava,-14.2667,50.1667,77.22,86,52,13.24,MG,2022-03-31 15:54:47,light rain
334,San Miguel El Alto,21.0167,-102.35,72.75,15,9,7.07,MX,2022-03-31 15:54:47,clear sky
335,Tessaoua,13.7574,7.9874,100.09,4,55,6.67,NE,2022-03-31 15:54:47,broken clouds
336,Sibu,2.3,111.8167,75.51,94,20,1.14,MY,2022-03-31 15:54:48,light rain
337,Samarai,-10.6167,150.6667,81.36,81,100,10.76,PG,2022-03-31 15:54:48,heavy intensity rain
338,Ifanadiana,-21.3,47.6333,65.66,95,8,1.03,MG,2022-03-31 15:54:48,light rain
339,Henties Bay,-22.116,14.2845,64.96,77,1,13.0,NA,2022-03-31 15:54:49,clear sky
340,Quatre Cocos,-20.2078,57.7625,78.91,76,99,18.92,MU,2022-03-31 15:54:49,light rain
341,Asilah,35.465,-6.0348,64.36,78,29,18.57,MA,2022-03-31 15:54:49,scattered clouds
342,Katangli,51.7102,143.2326,4.91,93,14,5.99,RU,2022-03-31 15:54:50,few clouds
343,Puerto Del Rosario,28.5004,-13.8627,69.55,64,20,18.41,ES,2022-03-31 15:54:50,few clouds
344,Yerofey Pavlovich,53.9667,121.9667,12.25,95,61,3.76,RU,2022-03-31 15:54:50,broken clouds
345,Bilibino,68.0546,166.4372,-19.68,93,67,2.8,RU,2022-03-31 15:54:51,broken clouds
346,Calvinia,-31.4707,19.776,71.91,30,19,10.29,ZA,2022-03-31 15:54:51,few clouds
347,Klaksvik,62.2266,-6.589,38.32,67,100,6.91,FO,2022-03-31 15:54:51,overcast clouds
348,Fairbanks,64.8378,-147.7164,12.54,47,0,6.91,US,2022-03-31 15:54:51,clear sky
349,San Patricio,28.017,-97.5169,72.16,37,10,7.18,US,2022-03-31 15:54:52,clear sky
350,Vagay,57.9375,69.0217,26.13,98,100,1.72,RU,2022-03-31 15:54:52,light snow
351,Ayan,56.45,138.1667,11.5,78,20,9.98,RU,2022-03-31 15:54:52,few clouds
352,Kristinehamn,59.3098,14.1081,37.96,45,78,3.8,SE,2022-03-31 15:54:53,broken clouds
353,Tchaourou,8.8865,2.5975,101.53,20,82,3.33,BJ,2022-03-31 15:54:53,broken clouds
354,Bagdarin,54.4333,113.6,11.39,91,63,4.59,RU,2022-03-31 15:54:53,broken clouds
355,Lazaro Cardenas,17.9583,-102.2,78.57,56,4,2.35,MX,2022-03-31 15:54:53,clear sky
356,Elizabeth City,36.2946,-76.2511,73.42,77,100,4.0,US,2022-03-31 15:54:54,overcast clouds
357,Bhan,26.5583,67.7214,88.74,3,0,4.38,PK,2022-03-31 15:54:54,clear sky
358,Barstow,34.8986,-117.0228,59.99,65,100,8.77,US,2022-03-31 15:54:54,overcast clouds
359,Belaguntha,19.8833,84.65,80.85,75,3,2.3,IN,2022-03-31 15:54:55,clear sky
360,Burnie,-41.0667,145.9167,49.91,76,0,8.48,AU,2022-03-31 15:54:55,clear sky
361,Rogers,36.3668,-95.5836,42.03,83,100,5.99,US,2022-03-31 15:53:54,overcast clouds
362,Verkhnyaya Toyma,62.2349,44.9985,22.44,87,98,6.64,RU,2022-03-31 15:54:55,overcast clouds
363,Marrakesh,31.6315,-8.0083,69.87,40,20,5.75,MA,2022-03-31 15:55:56,few clouds
364,Salou,41.0766,1.1416,63.34,53,20,19.57,ES,2022-03-31 15:55:56,few clouds
365,Broome,42.2506,-75.833,62.02,72,100,7.0,US,2022-03-31 15:55:56,overcast clouds
366,Sechura,-5.5569,-80.8222,81.23,58,68,7.36,PE,2022-03-31 15:55:57,broken clouds
367,Sereflikochisar,38.9393,33.5386,60.4,44,91,12.26,TR,2022-03-31 15:55:57,overcast clouds
368,Ugoofaaru,5.6667,73.0,83.75,68,9,1.5,MV,2022-03-31 15:55:57,clear sky
369,Nanortalik,60.1432,-45.2371,37.67,81,100,5.68,GL,2022-03-31 15:55:57,light rain
370,Oussouye,12.485,-16.5469,98.78,33,100,16.44,SN,2022-03-31 15:55:58,overcast clouds
371,Bayreuth,49.9481,11.5783,43.2,92,100,11.99,DE,2022-03-31 15:55:58,overcast clouds
372,Oranjemund,-28.55,16.4333,62.65,77,1,19.48,NA,2022-03-31 15:55:58,clear sky
373,Bom Jesus,-9.0744,-44.3586,97.34,29,46,2.98,BR,2022-03-31 15:55:59,scattered clouds
374,Port Said,31.2565,32.2841,64.38,94,0,8.05,EG,2022-03-31 15:54:05,clear sky
375,Russell,32.3502,-85.1999,65.91,76,75,10.36,US,2022-03-31 15:55:59,broken clouds
376,Lumeje,-11.55,20.7833,75.92,71,87,0.29,AO,2022-03-31 15:55:59,overcast clouds
377,Santa Isabel Do Rio Negro,-0.4139,-65.0192,87.94,55,99,4.97,BR,2022-03-31 15:55:59,overcast clouds
378,Khonsa,27.0167,95.5667,62.4,91,86,2.84,IN,2022-03-31 15:56:00,overcast clouds
379,Brigantine,39.4101,-74.3646,68.04,93,100,20.87,US,2022-03-31 15:55:02,overcast clouds
380,Havre-Saint-Pierre,50.2334,-63.5986,37.76,56,0,6.91,CA,2022-03-31 15:56:00,clear sky
381,Warrington,53.3925,-2.5802,46.87,60,75,15.99,GB,2022-03-31 15:56:00,broken clouds
382,Eenhana,-17.4667,16.3333,77.58,61,92,5.68,NA,2022-03-31 15:56:01,overcast clouds
383,Salalah,17.0151,54.0924,80.22,46,0,1.05,OM,2022-03-31 15:56:01,clear sky
384,Leshukonskoye,64.8989,45.7622,20.55,94,100,1.39,RU,2022-03-31 15:56:01,overcast clouds
385,Guarda,40.5373,-7.2658,45.91,69,71,15.21,PT,2022-03-31 15:56:02,broken clouds
386,Kasempa,-13.4584,25.8338,68.18,92,80,4.43,ZM,2022-03-31 15:56:02,light rain
387,Treinta Y Tres,-33.2333,-54.3833,66.02,37,14,12.44,UY,2022-03-31 15:56:02,few clouds
388,Miranda,3.2499,-76.2281,79.65,82,86,3.36,CO,2022-03-31 15:56:03,overcast clouds
389,Nelson Bay,-32.7167,152.15,61.0,79,88,27.29,AU,2022-03-31 15:56:03,light rain
390,Pyu,18.4833,96.4333,78.91,36,6,3.2,MM,2022-03-31 15:56:03,clear sky
391,Menongue,-14.6585,17.691,73.02,79,76,4.5,AO,2022-03-31 15:56:04,light rain
392,Coquimbo,-29.9533,-71.3436,58.73,88,75,11.5,CL,2022-03-31 15:56:04,broken clouds
393,Sassandra,4.95,-6.0833,86.14,67,62,10.0,CI,2022-03-31 15:56:04,broken clouds
394,Harper,4.375,-7.7169,84.79,71,82,7.65,LR,2022-03-31 15:56:04,light rain
395,Xai-Xai,-25.0519,33.6442,77.25,80,4,11.95,MZ,2022-03-31 15:55:55,clear sky
396,Vanimo,-2.6741,141.3028,78.19,88,100,9.71,PG,2022-03-31 15:56:05,overcast clouds
397,West Plains,36.7281,-91.8524,41.83,79,100,10.36,US,2022-03-31 15:56:05,overcast clouds
398,Kletskaya,49.3145,43.0584,57.27,55,100,13.96,RU,2022-03-31 15:56:05,overcast clouds
399,Luanda,-8.8368,13.2343,86.0,70,40,16.11,AO,2022-03-31 15:56:06,scattered clouds
400,Eureka,40.8021,-124.1637,47.68,92,100,10.02,US,2022-03-31 15:56:06,overcast clouds
401,Warrenton,-28.114,24.8475,79.59,31,45,7.18,ZA,2022-03-31 15:56:06,scattered clouds
402,Broken Hill,-31.95,141.4333,60.51,59,0,12.66,AU,2022-03-31 15:56:07,clear sky
403,Lazeshchyna,48.2685,24.4201,43.77,97,100,3.33,UA,2022-03-31 15:56:07,light rain
404,Conde,-7.2597,-34.9075,85.46,66,40,11.5,BR,2022-03-31 15:56:07,moderate rain
405,Moose Factory,51.2585,-80.6094,28.4,86,100,12.66,CA,2022-03-31 15:56:08,overcast clouds
406,Edgewater,28.9889,-80.9023,81.16,55,11,17.69,US,2022-03-31 15:55:25,few clouds
407,Kargil,34.5667,76.1,25.38,73,2,3.62,IN,2022-03-31 15:56:08,clear sky
408,Meiganga,6.5167,14.3,95.45,14,29,2.1,CM,2022-03-31 15:57:08,scattered clouds
409,Dwarka,22.2394,68.9678,78.49,74,0,9.22,IN,2022-03-31 15:57:09,clear sky
410,Kostomuksha,64.571,30.5767,19.8,86,99,1.66,RU,2022-03-31 15:57:09,overcast clouds
411,Jaru,-10.4389,-62.4664,78.78,88,99,1.28,BR,2022-03-31 15:57:09,overcast clouds
412,Havelock,34.8791,-76.9013,73.02,82,100,23.02,US,2022-03-31 15:57:09,overcast clouds
413,Hokitika,-42.7167,170.9667,59.54,84,100,2.33,NZ,2022-03-31 15:57:10,overcast clouds
414,Churapcha,62.0025,132.4325,-13.23,100,72,3.44,RU,2022-03-31 15:57:10,broken clouds
415,Pahrump,36.2083,-115.9839,59.95,40,62,3.0,US,2022-03-31 15:52:51,broken clouds
416,Mount Isa,-20.7333,139.5,76.77,27,0,18.41,AU,2022-03-31 15:57:10,light rain
417,Abu Kamal,34.4506,40.9171,73.87,21,3,9.44,SY,2022-03-31 15:57:11,clear sky
418,Muti,7.2758,122.28,80.33,81,58,2.39,PH,2022-03-31 15:57:11,very heavy rain
419,Surgut,61.25,73.4167,21.38,62,0,7.0,RU,2022-03-31 15:57:11,clear sky
420,Malartic,48.1335,-78.1328,35.02,95,100,12.62,CA,2022-03-31 15:53:21,overcast clouds
421,Winburg,-28.518,27.0093,74.1,31,27,4.47,ZA,2022-03-31 15:55:03,scattered clouds
422,Vestmannaeyjar,63.4427,-20.2734,41.99,52,0,8.05,IS,2022-03-31 15:57:12,clear sky
423,Tacuarembo,-31.7333,-55.9833,62.38,43,2,9.46,UY,2022-03-31 15:57:12,clear sky
424,Kasangulu,-4.5911,15.1708,94.14,67,84,0.54,CD,2022-03-31 15:57:12,broken clouds
425,Unity,52.4501,-109.1682,30.25,97,100,16.15,CA,2022-03-31 15:57:13,light snow
426,Sokoto,13.0609,5.239,102.61,4,47,2.89,NG,2022-03-31 15:57:13,scattered clouds
427,Nemuro,43.3236,145.575,29.88,85,100,11.25,JP,2022-03-31 15:57:13,overcast clouds
428,Berlevag,70.8578,29.0864,28.35,69,100,24.16,NO,2022-03-31 15:57:13,overcast clouds
429,Zhigansk,66.7697,123.3711,9.52,93,100,15.08,RU,2022-03-31 15:57:14,overcast clouds
430,Chimoio,-19.1164,33.4833,76.95,73,20,8.05,MZ,2022-03-31 15:57:14,few clouds
431,Yenagoa,4.9247,6.2642,90.18,57,58,9.78,NG,2022-03-31 15:57:14,broken clouds
432,Acarau,-2.8856,-40.12,75.76,90,100,7.4,BR,2022-03-31 15:57:15,moderate rain
433,Lensk,60.7253,114.9278,31.64,89,100,11.41,RU,2022-03-31 15:57:15,overcast clouds
434,Pridonskoy,51.6841,39.0727,39.76,100,100,15.66,RU,2022-03-31 15:57:15,mist
435,Tabasalu,59.4303,24.5331,34.11,55,0,5.75,EE,2022-03-31 15:57:16,clear sky
436,Gummidipundi,13.4,80.15,86.0,84,4,10.8,IN,2022-03-31 15:57:16,clear sky
437,Sur,22.5667,59.5289,80.17,49,0,1.54,OM,2022-03-31 15:57:16,clear sky
438,Escanaba,45.7453,-87.0646,30.51,86,100,17.27,US,2022-03-31 15:57:16,snow
439,Hamilton,39.1834,-84.5333,48.18,83,99,3.0,US,2022-03-31 15:56:53,overcast clouds
440,Banda Aceh,5.5577,95.3222,80.47,78,100,1.88,ID,2022-03-31 15:57:17,overcast clouds
441,Kerman,30.2832,57.0788,71.46,10,0,13.8,IR,2022-03-31 15:57:17,clear sky
442,Rocha,-34.4833,-54.3333,61.56,53,79,14.2,UY,2022-03-31 15:57:17,broken clouds
443,Kunya,12.2233,8.5325,98.76,8,0,4.61,NG,2022-03-31 15:57:18,clear sky
444,Scarborough,54.2797,-0.4044,42.78,73,32,8.99,GB,2022-03-31 15:53:42,scattered clouds
445,Varhaug,58.6147,5.6457,41.68,46,2,10.04,NO,2022-03-31 15:57:18,clear sky
446,Panzhihua,26.5851,101.7128,56.57,78,99,4.21,CN,2022-03-31 15:57:18,overcast clouds
447,Beloha,-25.1667,45.05,74.1,75,0,15.52,MG,2022-03-31 15:57:19,clear sky
448,Quelimane,-17.8786,36.8883,82.35,78,40,10.36,MZ,2022-03-31 15:57:19,scattered clouds
449,Kirakira,-10.4544,161.9205,79.57,85,100,4.07,SB,2022-03-31 15:57:19,overcast clouds
450,Pangody,65.85,74.4859,15.66,92,100,20.4,RU,2022-03-31 15:57:20,light snow
451,Wagar,16.1525,36.2032,94.73,19,8,20.65,SD,2022-03-31 15:57:20,clear sky
452,Omboue,-1.5746,9.2618,79.07,86,100,9.6,GA,2022-03-31 15:57:20,light rain
453,Kodino,63.7198,39.6447,17.11,91,57,4.63,RU,2022-03-31 15:57:20,broken clouds
454,Sao Miguel Do Araguaia,-13.275,-50.1628,86.43,59,93,4.25,BR,2022-03-31 15:57:21,overcast clouds
455,La Union,-5.4,-80.75,83.23,52,79,5.7,PE,2022-03-31 15:57:21,broken clouds
456,Delmas,18.5447,-72.3028,87.06,41,6,7.0,HT,2022-03-31 15:57:21,clear sky
457,Sabang,5.8933,95.3214,83.44,69,98,4.47,ID,2022-03-31 15:58:22,overcast clouds
458,Abu Dhabi,24.4667,54.3667,78.82,64,0,6.91,AE,2022-03-31 15:58:22,clear sky
459,Srednekolymsk,67.45,153.6833,-17.86,100,94,1.81,RU,2022-03-31 15:58:22,overcast clouds
460,Bossangoa,6.4926,17.4552,101.03,19,86,2.59,CF,2022-03-31 15:58:23,overcast clouds
461,Talara,-4.5772,-81.2719,81.36,65,0,12.66,PE,2022-03-31 15:58:23,clear sky
462,Griffith,41.5284,-87.4237,38.39,91,100,8.05,US,2022-03-31 15:58:23,overcast clouds
463,San Javier,37.8063,-0.8374,63.68,52,75,11.01,ES,2022-03-31 15:58:24,thunderstorm
464,Porto Walter,-8.2686,-72.7439,89.15,51,98,4.21,BR,2022-03-31 15:58:24,overcast clouds
465,Begoro,6.3871,-0.3774,87.24,52,99,6.96,GH,2022-03-31 15:58:24,overcast clouds
466,Ngatea,-37.2833,175.5,62.04,98,53,0.76,NZ,2022-03-31 15:58:24,broken clouds
467,Grand-Santi,4.25,-54.3833,87.4,57,100,2.06,GF,2022-03-31 15:58:25,overcast clouds
468,Ojinaga,29.5667,-104.4167,70.57,32,0,0.0,MX,2022-03-31 15:58:25,clear sky
469,Porbandar,21.6422,69.6093,78.78,83,0,9.22,IN,2022-03-31 15:56:39,smoke
470,Manokwari,-0.8667,134.0833,77.72,85,100,3.8,ID,2022-03-31 15:58:25,overcast clouds
471,Uyskoye,54.3775,60.0047,29.41,97,100,4.36,RU,2022-03-31 15:58:26,overcast clouds
472,Berea,41.3662,-81.8543,58.75,82,100,20.71,US,2022-03-31 15:58:26,overcast clouds
473,Port Lincoln,-34.7333,135.8667,60.4,72,23,21.99,AU,2022-03-31 15:58:26,few clouds
474,Comodoro Rivadavia,-45.8667,-67.5,64.26,32,0,9.22,AR,2022-03-31 15:58:27,clear sky
475,Codrington,-38.2667,141.9667,56.8,67,85,14.54,AU,2022-03-31 15:58:27,overcast clouds
476,Fortuna,40.5982,-124.1573,46.92,88,0,10.36,US,2022-03-31 15:58:27,clear sky
477,Athenry,53.2964,-8.7431,46.27,45,79,14.43,IE,2022-03-31 15:58:27,broken clouds
478,Chingirlau,51.095,54.0814,42.3,86,66,8.77,KZ,2022-03-31 15:58:28,broken clouds
479,Plerin,48.5425,-2.7798,40.44,77,75,17.0,FR,2022-03-31 15:58:28,light rain
480,Hampton,37.0299,-76.3452,73.06,73,100,21.85,US,2022-03-31 15:58:28,overcast clouds
481,Hecun,36.5333,114.1111,47.57,26,100,4.63,CN,2022-03-31 15:58:29,overcast clouds
482,Zhelyabovka,45.3988,34.7578,59.11,53,95,9.69,UA,2022-03-31 15:58:29,overcast clouds
483,Santa Helena De Goias,-17.8136,-50.5969,86.14,51,74,3.83,BR,2022-03-31 15:58:29,broken clouds
484,Mamakan,57.8161,114.0028,21.76,92,100,4.74,RU,2022-03-31 15:58:30,overcast clouds
485,Half Moon Bay,37.4636,-122.4286,53.31,91,75,0.0,US,2022-03-31 15:58:30,mist
486,Clinton,42.587,-82.9199,49.93,72,80,11.99,US,2022-03-31 15:58:30,broken clouds
487,Vire,48.9167,-0.8333,40.39,78,94,19.6,FR,2022-03-31 15:58:30,light rain
488,Austin,30.2672,-97.7431,68.83,44,0,1.99,US,2022-03-31 15:56:17,clear sky
489,Berdigestyakh,62.0989,126.6992,7.66,97,100,2.82,RU,2022-03-31 15:58:31,overcast clouds
490,Tura,25.5198,90.2201,72.88,82,64,3.33,IN,2022-03-31 15:58:31,broken clouds
491,Upata,8.0086,-62.3989,88.25,44,100,6.31,VE,2022-03-31 15:58:32,overcast clouds
492,Tual,-5.6667,132.75,82.27,70,100,4.21,ID,2022-03-31 15:58:32,overcast clouds
493,Hobyo,5.3505,48.5268,83.12,72,4,14.16,SO,2022-03-31 15:58:32,clear sky
494,Dudinka,69.4058,86.1778,15.62,97,83,4.99,RU,2022-03-31 15:58:32,broken clouds
495,Samfya,-11.3649,29.5565,68.68,88,48,4.41,ZM,2022-03-31 15:58:33,light rain
496,Emerald,-23.5333,148.1667,75.34,53,0,12.66,AU,2022-03-31 15:54:50,clear sky
497,Nhamunda,-2.1861,-56.7131,80.55,80,99,2.19,BR,2022-03-31 15:58:33,overcast clouds
498,Senden,48.3244,10.0444,50.49,81,75,10.36,DE,2022-03-31 15:58:33,broken clouds
499,Kentville,45.0835,-64.4988,41.13,91,100,4.61,CA,2022-03-31 15:58:34,overcast clouds
500,Nabire,-3.3667,135.4833,76.87,83,100,5.23,ID,2022-03-31 15:58:34,overcast clouds
501,Katherine,-14.4667,132.2667,71.92,64,51,3.44,AU,2022-03-31 15:58:34,broken clouds
502,Onguday,50.75,86.15,22.6,88,90,3.27,RU,2022-03-31 15:59:35,overcast clouds
503,Liverpool,53.4106,-2.9779,46.15,64,75,21.85,GB,2022-03-31 15:59:35,broken clouds
504,Monte Carmelo,-18.7247,-47.4986,83.34,49,9,5.14,BR,2022-03-31 15:59:35,clear sky
505,Isilkul,54.9109,71.2728,35.44,84,100,15.84,RU,2022-03-31 15:59:36,overcast clouds
506,North Myrtle Beach,33.816,-78.68,77.29,81,100,16.11,US,2022-03-31 15:54:39,overcast clouds
507,Maturin,9.75,-63.1767,86.22,54,98,8.99,VE,2022-03-31 15:58:21,overcast clouds
508,Thiruvananthapuram,8.4833,76.9167,85.98,74,20,4.61,IN,2022-03-31 15:55:16,haze
509,Ulverstone,-41.15,146.1667,50.18,75,0,4.0,AU,2022-03-31 15:59:36,clear sky
510,Carballo,43.213,-8.691,57.0,85,87,9.82,ES,2022-03-31 15:59:36,overcast clouds
511,Roald,62.5833,6.1333,42.1,70,75,6.91,NO,2022-03-31 15:59:37,light snow
512,Morant Bay,17.8815,-76.4093,86.7,73,15,13.76,JM,2022-03-31 15:59:37,few clouds
513,Lompoc,34.6391,-120.4579,55.78,79,100,15.99,US,2022-03-31 15:59:37,mist
514,Greer,34.9387,-82.2271,67.01,93,100,16.11,US,2022-03-31 15:59:37,overcast clouds
515,Goma,-1.6792,29.2228,66.36,88,88,1.57,CD,2022-03-31 15:59:38,moderate rain
516,Mecca,21.4267,39.8261,83.79,31,0,8.03,SA,2022-03-31 15:59:11,clear sky
517,Epinal,48.1833,6.45,43.56,97,100,8.16,FR,2022-03-31 15:59:38,light rain
518,Puerto Leguizamo,-0.1934,-74.7819,81.23,79,91,4.23,CO,2022-03-31 15:59:38,overcast clouds
519,Pundaguitan,6.3711,126.1689,82.13,77,76,7.43,PH,2022-03-31 15:59:39,broken clouds
520,Kavaratti,10.5669,72.642,83.64,77,5,10.83,IN,2022-03-31 15:59:39,clear sky
521,Montepuez,-13.1256,38.9997,70.54,96,76,4.29,MZ,2022-03-31 15:59:39,broken clouds
522,Solwezi,-12.1688,26.3894,66.22,95,71,4.05,ZM,2022-03-31 15:54:50,light rain
523,Hambantota,6.1241,81.1185,77.34,94,40,2.3,LK,2022-03-31 15:56:02,scattered clouds
524,Karakol,42.4907,78.3936,34.65,59,0,5.73,KG,2022-03-31 15:59:40,clear sky
525,Carutapera,-1.195,-46.02,73.71,98,100,1.79,BR,2022-03-31 15:59:40,overcast clouds
526,Pacific Grove,36.6177,-121.9166,50.67,87,90,1.99,US,2022-03-31 15:59:40,overcast clouds
527,Eston,51.1501,-108.7514,37.92,96,100,20.09,CA,2022-03-31 15:59:41,overcast clouds
528,Daloa,6.8774,-6.4502,89.96,47,98,3.65,CI,2022-03-31 15:59:41,overcast clouds
529,Whitehorse,60.7161,-135.0538,28.81,92,75,3.44,CA,2022-03-31 15:59:41,broken clouds
530,Nizhniy Ingash,56.2,96.53,38.68,72,100,17.29,RU,2022-03-31 15:59:42,overcast clouds
531,Pionki,51.476,21.4499,41.59,58,100,1.99,PL,2022-03-31 15:59:42,overcast clouds
532,Sovetskiy,61.3614,63.5842,15.4,90,60,5.99,RU,2022-03-31 15:59:42,broken clouds
533,Rio Grande,-32.035,-52.0986,66.31,43,3,11.81,BR,2022-03-31 15:59:42,clear sky
534,Muisne,0.6,-80.0333,82.08,73,57,7.63,EC,2022-03-31 15:59:43,broken clouds
535,Omsukchan,62.5333,155.8,-3.32,99,100,5.86,RU,2022-03-31 15:59:43,overcast clouds
536,Santa Maria,-29.6842,-53.8069,61.9,51,40,5.75,BR,2022-03-31 15:59:43,scattered clouds
537,Gold Coast,-28.0,153.4333,70.03,79,100,17.27,AU,2022-03-31 15:59:44,light rain
538,Bonavista,48.6499,-53.1147,33.66,81,93,14.85,CA,2022-03-31 15:59:44,overcast clouds
539,Eyl,7.9803,49.8164,80.94,78,6,14.99,SO,2022-03-31 15:59:44,clear sky
540,Loucovice,48.6202,14.2575,43.68,96,100,5.95,CZ,2022-03-31 15:59:45,overcast clouds
541,Clovis,36.8252,-119.7029,60.67,85,95,5.01,US,2022-03-31 15:59:45,overcast clouds
542,La Tuque,47.4334,-72.7824,35.85,80,100,9.22,CA,2022-03-31 15:59:45,light rain
543,Cowra,-33.8333,148.6833,54.37,64,2,14.07,AU,2022-03-31 15:59:45,clear sky
544,Monroe,43.1501,-77.6831,69.42,63,100,7.0,US,2022-03-31 15:59:46,overcast clouds
545,Dunedin,-45.8742,170.5036,52.81,76,100,10.0,NZ,2022-03-31 15:57:33,moderate rain
546,Luohe,33.5717,114.0353,50.72,47,100,5.77,CN,2022-03-31 15:59:46,overcast clouds
547,Malindi,-3.2175,40.1191,86.16,66,75,9.22,KE,2022-03-31 15:59:46,broken clouds
548,Tomatlan,19.9333,-105.25,81.19,31,40,3.22,MX,2022-03-31 15:59:47,scattered clouds
549,Lodwar,3.1191,35.5973,90.43,35,36,19.48,KE,2022-03-31 15:59:47,scattered clouds
550,Kurilsk,45.2333,147.8833,26.04,68,77,7.25,RU,2022-03-31 16:00:47,broken clouds
551,Taltal,-25.4,-70.4833,66.58,68,9,3.83,CL,2022-03-31 16:00:47,clear sky
552,Kenai,60.5544,-151.2583,34.14,82,95,10.29,US,2022-03-31 16:00:48,overcast clouds
553,Tobol,52.6844,62.5794,34.25,84,99,12.24,KZ,2022-03-31 16:00:48,overcast clouds
554,Atherton,53.5237,-2.4935,45.59,56,100,4.0,GB,2022-03-31 16:00:48,overcast clouds
555,Preobrazheniye,42.9019,133.9064,32.59,59,18,7.9,RU,2022-03-31 15:57:58,few clouds
556,Sisimiut,66.9395,-53.6735,23.72,84,62,4.76,GL,2022-03-31 16:00:49,broken clouds
557,Jiexiu,37.0244,111.9125,48.2,24,100,6.04,CN,2022-03-31 16:00:49,overcast clouds
558,Yatou,37.15,122.3833,40.23,61,70,12.33,CN,2022-03-31 16:00:50,broken clouds
559,Kushmurun,52.4503,64.6311,30.65,86,90,14.23,KZ,2022-03-31 16:00:50,overcast clouds
560,Hervey Bay,-25.2986,152.8535,73.02,76,62,11.01,AU,2022-03-31 16:00:50,broken clouds
561,Maraba,-5.3686,-49.1178,79.66,80,96,4.14,BR,2022-03-31 16:00:50,overcast clouds
562,Fereydun Kenar,36.6864,52.5225,56.68,66,17,8.21,IR,2022-03-31 16:00:51,few clouds
563,San Clemente,33.427,-117.612,61.47,85,98,4.0,US,2022-03-31 16:00:04,overcast clouds
564,Bubaque,11.2833,-15.8333,76.28,73,97,10.78,GW,2022-03-31 16:00:51,overcast clouds
565,Gimli,50.6336,-96.9907,20.95,87,39,4.27,CA,2022-03-31 16:00:51,scattered clouds
566,Snasa,64.2457,12.3778,30.61,65,32,2.55,NO,2022-03-31 16:00:52,scattered clouds
567,Salinopolis,-0.6136,-47.3561,74.59,95,100,4.81,BR,2022-03-31 16:00:52,overcast clouds
568,Sao Jose Da Coroa Grande,-8.8978,-35.1478,83.5,67,100,7.14,BR,2022-03-31 16:00:52,overcast clouds
569,Shenjiamen,29.9576,122.298,51.21,78,100,20.58,CN,2022-03-31 16:00:53,overcast clouds
570,Wainwright,52.839,-110.8572,33.39,86,100,22.1,CA,2022-03-31 16:00:53,light snow
571,Maridi,4.9158,29.4742,88.54,32,32,7.87,SS,2022-03-31 16:00:53,scattered clouds
572,Wuwei,37.9281,102.6414,45.48,33,97,3.18,CN,2022-03-31 16:00:54,overcast clouds
573,Dickinson,29.4608,-95.0513,67.01,50,0,10.0,US,2022-03-31 15:56:50,clear sky
574,Peniche,39.3558,-9.3811,59.94,80,45,20.22,PT,2022-03-31 16:00:54,scattered clouds
575,Ust-Abakan,53.8525,91.3742,40.91,56,0,11.18,RU,2022-03-31 16:00:54,clear sky
576,Sherwood,34.8151,-92.2243,52.75,56,26,15.01,US,2022-03-31 16:00:55,scattered clouds
577,Saint-Pierre,-21.3393,55.4781,78.48,74,20,23.02,RE,2022-03-31 16:00:55,few clouds
578,Livingstone,-17.8419,25.8543,74.62,63,58,5.99,ZM,2022-03-31 16:00:55,broken clouds
579,Tres Arroyos,-38.3739,-60.2798,60.1,47,29,8.23,AR,2022-03-31 16:00:55,scattered clouds
580,Olinda,-8.0089,-34.8553,85.73,70,40,11.5,BR,2022-03-31 15:59:06,scattered clouds
